Tempo;Spostamento;Forza
(s);(mm);(N)
"0,0000";"0,0000";"-0,0023"
"0,0100";"0,0000";"0,0113"
"0,0200";"0,0002";"0,0106"
"0,0300";"0,0004";"0,0018"
"0,0400";"0,0007";"-0,0018"
"0,0500";"0,0015";"0,0067"
"0,0600";"0,0031";"0,0186"
"0,0700";"0,0052";"0,0199"
"0,0800";"0,0080";"0,0089"
"0,0900";"0,0110";"-0,0035"
"0,1000";"0,0140";"-0,0093"
"0,1100";"0,0170";"-0,0102"
"0,1200";"0,0198";"-0,0120"
"0,1300";"0,0225";"-0,0154"
"0,1400";"0,0251";"-0,0155"
"0,1500";"0,0277";"-0,0072"
"0,1600";"0,0302";"0,0064"
"0,1700";"0,0327";"0,0175"
"0,1800";"0,0351";"0,0207"
"0,1900";"0,0373";"0,0156"
"0,2000";"0,0394";"0,0068"
"0,2100";"0,0414";"0,0001"
"0,2200";"0,0434";"-0,0039"
"0,2300";"0,0456";"-0,0048"
"0,2400";"0,0477";"-0,0059"
"0,2500";"0,0497";"-0,0066"
"0,2600";"0,0518";"-0,0038"
"0,2700";"0,0540";"0,0006"
"0,2800";"0,0560";"0,0050"
"0,2900";"0,0581";"0,0052"
"0,3000";"0,0601";"0,0031"
"0,3100";"0,0621";"0,0021"
"0,3200";"0,0640";"0,0033"
"0,3300";"0,0660";"0,0065"
"0,3400";"0,0680";"0,0078"
"0,3500";"0,0700";"0,0053"
"0,3600";"0,0720";"-0,0007"
"0,3700";"0,0740";"-0,0063"
"0,3800";"0,0760";"-0,0082"
"0,3900";"0,0782";"-0,0083"
"0,4000";"0,0800";"-0,0085"
"0,4100";"0,0820";"-0,0071"
"0,4200";"0,0839";"-0,0037"
"0,4300";"0,0859";"0,0018"
"0,4400";"0,0880";"0,0063"
"0,4500";"0,0898";"0,0101"
"0,4600";"0,0920";"0,0124"
"0,4700";"0,0940";"0,0133"
"0,4800";"0,0960";"0,0095"
"0,4900";"0,0981";"0,0034"
"0,5000";"0,1002";"-0,0024"
"0,5100";"0,1022";"-0,0053"
"0,5200";"0,1042";"-0,0072"
"0,5300";"0,1061";"-0,0073"
"0,5400";"0,1081";"-0,0072"
"0,5500";"0,1101";"-0,0049"
"0,5600";"0,1122";"-0,0006"
"0,5700";"0,1142";"0,0048"
