Tempo;Spostamento;Forza
(s);(mm);(N)
"0,0000";"0,0000";"0,0011"
"0,0100";"0,0000";"-0,0027"
"0,0200";"0,0000";"-0,0112"
"0,0300";"0,0000";"-0,0113"
"0,0400";"0,0000";"0,0036"
"0,0500";"0,0001";"0,0201"
"0,0600";"0,0001";"0,0239"
"0,0700";"0,0001";"0,0133"
"0,0800";"0,0002";"-0,0006"
"0,0900";"0,0002";"-0,0070"
"0,1000";"0,0004";"-0,0059"
"0,1100";"0,0005";"-0,0057"
"0,1200";"0,0006";"-0,0092"
"0,1300";"0,0008";"-0,0145"
"0,1400";"0,0011";"-0,0166"
"0,1500";"0,0012";"-0,0098"
"0,1600";"0,0015";"0,0043"
"0,1700";"0,0018";"0,0165"
"0,1800";"0,0020";"0,0194"
"0,1900";"0,0024";"0,0151"
"0,2000";"0,0027";"0,0099"
"0,2100";"0,0031";"0,0093"
"0,2200";"0,0035";"0,0128"
"0,2300";"0,0039";"0,0144"
"0,2400";"0,0044";"0,0122"
"0,2500";"0,0048";"0,0071"
"0,2600";"0,0053";"0,0038"
"0,2700";"0,0059";"0,0059"
"0,2800";"0,0065";"0,0138"
"0,2900";"0,0071";"0,0213"
"0,3000";"0,0077";"0,0247"
"0,3100";"0,0083";"0,0258"
"0,3200";"0,0089";"0,0292"
"0,3300";"0,0093";"0,0361"
"0,3400";"0,0099";"0,0410"
"0,3500";"0,0103";"0,0411"
"0,3600";"0,0107";"0,0377"
"0,3700";"0,0112";"0,0358"
"0,3800";"0,0116";"0,0342"
"0,3900";"0,0120";"0,0320"
"0,4000";"0,0125";"0,0310"
"0,4100";"0,0130";"0,0316"
"0,4200";"0,0133";"0,0349"
"0,4300";"0,0138";"0,0398"
"0,4400";"0,0143";"0,0445"
"0,4500";"0,0146";"0,0501"
"0,4600";"0,0150";"0,0557"
"0,4700";"0,0155";"0,0601"
"0,4800";"0,0157";"0,0636"
"0,4900";"0,0161";"0,0654"
"0,5000";"0,0164";"0,0653"
"0,5100";"0,0168";"0,0620"
"0,5200";"0,0171";"0,0563"
