Tempo;Spostamento;Forza
(s);(mm);(N)
"0,0000";"0,0001";"-0,5632"
"0,0100";"0,0001";"-0,5586"
"0,0200";"0,0001";"-0,5552"
"0,0300";"0,0001";"-0,5547"
"0,0400";"0,0001";"-0,5549"
"0,0500";"0,0001";"-0,5526"
"0,0600";"0,0001";"-0,5503"
"0,0700";"0,0001";"-0,5494"
"0,0800";"0,0001";"-0,5524"
"0,0900";"0,0004";"-0,5576"
"0,1000";"0,0004";"-0,5637"
"0,1100";"0,0004";"-0,5655"
"0,1200";"0,0005";"-0,5632"
"0,1300";"0,0007";"-0,5607"
"0,1400";"0,0011";"-0,5611"
"0,1500";"0,0014";"-0,5604"
"0,1600";"0,0018";"-0,5556"
"0,1700";"0,0022";"-0,5510"
"0,1800";"0,0030";"-0,5497"
"0,1900";"0,0037";"-0,5496"
"0,2000";"0,0044";"-0,5491"
"0,2100";"0,0051";"-0,5497"
"0,2200";"0,0058";"-0,5513"
"0,2300";"0,0065";"-0,5519"
"0,2400";"0,0070";"-0,5502"
"0,2500";"0,0076";"-0,5486"
"0,2600";"0,0080";"-0,5491"
"0,2700";"0,0085";"-0,5485"
"0,2800";"0,0090";"-0,5451"
"0,2900";"0,0093";"-0,5410"
"0,3000";"0,0098";"-0,5395"
"0,3100";"0,0102";"-0,5398"
"0,3200";"0,0106";"-0,5398"
"0,3300";"0,0110";"-0,5399"
"0,3400";"0,0113";"-0,5404"
"0,3500";"0,0117";"-0,5405"
"0,3600";"0,0120";"-0,5395"
"0,3700";"0,0124";"-0,5391"
"0,3800";"0,0127";"-0,5397"
"0,3900";"0,0130";"-0,5398"
"0,4000";"0,0133";"-0,5384"
"0,4100";"0,0136";"-0,5374"
"0,4200";"0,0138";"-0,5385"
"0,4300";"0,0142";"-0,5387"
"0,4400";"0,0144";"-0,5363"
"0,4500";"0,0148";"-0,5323"
"0,4600";"0,0150";"-0,5297"
"0,4700";"0,0153";"-0,5297"
"0,4800";"0,0158";"-0,5295"
"0,4900";"0,0162";"-0,5290"
"0,5000";"0,0165";"-0,5288"
"0,5100";"0,0169";"-0,5299"
"0,5200";"0,0172";"-0,5317"
"0,5300";"0,0176";"-0,5336"
"0,5400";"0,0179";"-0,5365"
"0,5500";"0,0183";"-0,5381"
"0,5600";"0,0185";"-0,5357"
"0,5700";"0,0189";"-0,5325"
"0,5800";"0,0191";"-0,5302"
"0,5900";"0,0195";"-0,5285"
"0,6000";"0,0197";"-0,5258"
"0,6100";"0,0201";"-0,5233"
"0,6200";"0,0204";"-0,5231"
"0,6300";"0,0208";"-0,5254"
"0,6400";"0,0211";"-0,5264"
"0,6500";"0,0215";"-0,5267"
"0,6600";"0,0218";"-0,5275"
"0,6700";"0,0222";"-0,5292"
"0,6800";"0,0225";"-0,5315"
"0,6900";"0,0229";"-0,5324"
"0,7000";"0,0233";"-0,5317"
"0,7100";"0,0236";"-0,5308"
"0,7200";"0,0240";"-0,5259"
"0,7300";"0,0242";"-0,5207"
"0,7400";"0,0246";"-0,5183"
"0,7500";"0,0248";"-0,5187"
"0,7600";"0,0251";"-0,5189"
"0,7700";"0,0255";"-0,5186"
"0,7800";"0,0259";"-0,5190"
