Tempo;Spostamento;Forza
(s);(mm);(N)
"0,0000";"0,0000";"0,0091"
"0,0100";"0,0030";"0,0124"
"0,0200";"0,0178";"0,0319"
"0,0300";"0,0482";"0,0730"
"0,0400";"0,0898";"0,1235"
"0,0500";"0,1381";"0,1788"
"0,0600";"0,1890";"0,2391"
"0,0700";"0,2400";"0,3077"
"0,0800";"0,2898";"0,3878"
"0,0900";"0,3381";"0,4851"
"0,1000";"0,3847";"0,5966"
"0,1100";"0,4298";"0,7146"
"0,1200";"0,4738";"0,8314"
"0,1300";"0,5170";"0,9434"
"0,1400";"0,5596";"1,0513"
"0,1500";"0,6016";"1,1577"
"0,1600";"0,6432";"1,2609"
"0,1700";"0,6844";"1,3587"
"0,1800";"0,7252";"1,4522"
"0,1900";"0,7658";"1,5406"
"0,2000";"0,8062";"1,6238"
"0,2100";"0,8465";"1,7041"
"0,2200";"0,8867";"1,7840"
"0,2300";"0,9270";"1,8663"
"0,2400";"0,9671";"1,9460"
"0,2500";"1,0071";"2,0218"
"0,2600";"1,0474";"2,0953"
"0,2700";"1,0876";"2,1714"
"0,2800";"1,1278";"2,2487"
"0,2900";"1,1679";"2,3242"
"0,3000";"1,2081";"2,3980"
"0,3100";"1,2481";"2,4685"
"0,3200";"1,2880";"2,5381"
"0,3300";"1,3279";"2,6084"
"0,3400";"1,3678";"2,6804"
"0,3500";"1,4078";"2,7488"
"0,3600";"1,4477";"2,8150"
"0,3700";"1,4877";"2,8801"
"0,3800";"1,5278";"2,9464"
"0,3900";"1,5678";"3,0134"
"0,4000";"1,6079";"3,0762"
"0,4100";"1,6482";"3,1346"
"0,4200";"1,6881";"3,1957"
"0,4300";"1,7281";"3,2613"
"0,4400";"1,7680";"3,3272"
"0,4500";"1,8079";"3,3915"
"0,4600";"1,8478";"3,4533"
"0,4700";"1,8877";"3,5146"
"0,4800";"1,9276";"3,5766"
"0,4900";"1,9676";"3,6375"
"0,5000";"2,0077";"3,6971"
"0,5100";"2,0479";"3,7559"
"0,5200";"2,0880";"3,8135"
"0,5300";"2,1282";"3,8698"
"0,5400";"2,1682";"3,9262"
"0,5500";"2,2082";"3,9849"
"0,5600";"2,2482";"4,0462"
"0,5700";"2,2883";"4,1069"
"0,5800";"2,3282";"4,1672"
"0,5900";"2,3681";"4,2277"
"0,6000";"2,4077";"4,2864"
"0,6100";"2,4474";"4,3429"
"0,6200";"2,4872";"4,3986"
"0,6300";"2,5270";"4,4537"
"0,6400";"2,5674";"4,5099"
"0,6500";"2,6075";"4,5637"
"0,6600";"2,6480";"4,6188"
"0,6700";"2,6884";"4,6773"
"0,6800";"2,7285";"4,7354"
"0,6900";"2,7685";"4,7924"
"0,7000";"2,8085";"4,8478"
"0,7100";"2,8483";"4,9032"
"0,7200";"2,8878";"4,9582"
"0,7300";"2,9272";"5,0128"
"0,7400";"2,9671";"5,0683"
"0,7500";"3,0076";"5,1265"
"0,7600";"3,0475";"5,1837"
"0,7700";"3,0876";"5,2390"
"0,7800";"3,1280";"5,2932"
"0,7900";"3,1684";"5,3479"
"0,8000";"3,2087";"5,4020"
"0,8100";"3,2488";"5,4562"
"0,8200";"3,2887";"5,5118"
"0,8300";"3,3282";"5,5689"
"0,8400";"3,3677";"5,6271"
"0,8500";"3,4076";"5,6837"
"0,8600";"3,4477";"5,7410"
"0,8700";"3,4881";"5,7981"
"0,8800";"3,5282";"5,8544"
"0,8900";"3,5682";"5,9091"
"0,9000";"3,6081";"5,9623"
"0,9100";"3,6485";"6,0180"
"0,9200";"3,6888";"6,0745"
"0,9300";"3,7289";"6,1309"
"0,9400";"3,7686";"6,1861"
"0,9500";"3,8082";"6,2423"
"0,9600";"3,8483";"6,2981"
"0,9700";"3,8879";"6,3528"
"0,9800";"3,9277";"6,4095"
"0,9900";"3,9682";"6,4687"
"1,0000";"4,0087";"6,5294"
