Tempo;Spostamento;Forza
(s);(mm);(N)
"0,0000";"0,0000";"0,0053"
"0,0100";"0,0071";"0,0074"
"0,0200";"0,0414";"0,0563"
"0,0300";"0,1061";"0,1471"
"0,0400";"0,1929";"0,2469"
"0,0500";"0,2909";"0,3519"
"0,0600";"0,3921";"0,4762"
"0,0700";"0,4919";"0,6346"
"0,0800";"0,5892";"0,8288"
"0,0900";"0,6840";"1,0514"
"0,1000";"0,7760";"1,2823"
"0,1100";"0,8650";"1,5099"
"0,1200";"0,9518";"1,7294"
"0,1300";"1,0369";"1,9394"
"0,1400";"1,1212";"2,1394"
"0,1500";"1,2048";"2,3244"
"0,1600";"1,2876";"2,4954"
"0,1700";"1,3693";"2,6581"
"0,1800";"1,4504";"2,8160"
"0,1900";"1,5315";"2,9653"
"0,2000";"1,6125";"3,1059"
"0,2100";"1,6936";"3,2404"
"0,2200";"1,7743";"3,3764"
"0,2300";"1,8544";"3,5103"
"0,2400";"1,9342";"3,6399"
"0,2500";"2,0143";"3,7669"
"0,2600";"2,0948";"3,8940"
"0,2700";"2,1754";"4,0233"
"0,2800";"2,2558";"4,1511"
"0,2900";"2,3355";"4,2757"
"0,3000";"2,4149";"4,3956"
"0,3100";"2,4950";"4,5163"
"0,3200";"2,5755";"4,6388"
"0,3300";"2,6560";"4,7610"
"0,3400";"2,7356";"4,8787"
"0,3500";"2,8147";"4,9908"
"0,3600";"2,8948";"5,1054"
"0,3700";"2,9749";"5,2228"
"0,3800";"3,0559";"5,3445"
"0,3900";"3,1363";"5,4625"
"0,4000";"3,2157";"5,5731"
"0,4100";"3,2956";"5,6837"
"0,4200";"3,3754";"5,8008"
"0,4300";"3,4557";"5,9240"
"0,4400";"3,5367";"6,0459"
"0,4500";"3,6166";"6,1608"
"0,4600";"3,6963";"6,2716"
"0,4700";"3,7764";"6,3858"
"0,4800";"3,8565";"6,5018"
"0,4900";"3,9370";"6,6226"
"0,5000";"4,0174";"6,7419"
"0,5100";"4,0969";"6,8582"
"0,5200";"4,1769";"6,9751"
"0,5300";"4,2571";"7,0929"
"0,5400";"4,3372";"7,2138"
"0,5500";"4,4174";"7,3348"
"0,5600";"4,4972";"7,4535"
"0,5700";"4,5769";"7,5730"
"0,5800";"4,6563";"7,6955"
"0,5900";"4,7357";"7,8206"
"0,6000";"4,8156";"7,9472"
"0,6100";"4,8954";"8,0712"
"0,6200";"4,9756";"8,1940"
"0,6240";"5,0078";"8,2433"
"0,6260";"5,0239";"8,2681"
"0,6280";"5,0398";"8,2927"
"0,6380";"5,0967";"8,3995"
"0,6480";"5,0916";"8,4026"
"0,6580";"5,0385";"8,3325"
"0,6680";"4,9488";"8,2089"
"0,6780";"4,8379";"8,0418"
"0,6880";"4,7193";"7,8377"
"0,6980";"4,6005";"7,5952"
"0,7080";"4,4863";"7,3178"
"0,7180";"4,3784";"7,0164"
"0,7280";"4,2756";"6,7102"
"0,7380";"4,1780";"6,4190"
"0,7480";"4,0837";"6,1520"
"0,7580";"3,9926";"5,9046"
"0,7680";"3,9040";"5,6717"
"0,7780";"3,8172";"5,4557"
"0,7880";"3,7322";"5,2580"
"0,7980";"3,6478";"5,0745"
"0,8080";"3,5642";"4,8995"
"0,8180";"3,4816";"4,7312"
"0,8280";"3,3998";"4,5719"
"0,8380";"3,3183";"4,4179"
"0,8480";"3,2366";"4,2660"
"0,8580";"3,1553";"4,1160"
"0,8680";"3,0746";"3,9695"
"0,8780";"2,9945";"3,8284"
"0,8880";"2,9149";"3,6863"
"0,8980";"2,8344";"3,5438"
"0,9080";"2,7534";"3,4002"
"0,9180";"2,6725";"3,2611"
"0,9280";"2,5925";"3,1271"
"0,9380";"2,5128";"2,9938"
"0,9480";"2,4334";"2,8622"
"0,9580";"2,3530";"2,7271"
"0,9680";"2,2722";"2,5945"
"0,9780";"2,1919";"2,4671"
"0,9880";"2,1121";"2,3439"
"0,9980";"2,0327";"2,2196"
"1,0080";"1,9528";"2,0896"
"1,0180";"1,8724";"1,9588"
"1,0280";"1,7918";"1,8314"
"1,0380";"1,7117";"1,7074"
"1,0480";"1,6321";"1,5829"
"1,0580";"1,5525";"1,4551"
"1,0680";"1,4726";"1,3256"
"1,0780";"1,3922";"1,1967"
"1,0880";"1,3117";"1,0714"
"1,0980";"1,2317";"0,9486"
"1,1080";"1,1521";"0,8249"
"1,1180";"1,0724";"0,7001"
"1,1280";"0,9923";"0,5752"
"1,1380";"0,9117";"0,4553"
"1,1480";"0,8313";"0,3434"
"1,1580";"0,7514";"0,2387"
"1,1680";"0,6717";"0,1412"
"1,1780";"0,5918";"0,0510"
"1,1880";"0,5117";"-0,0280"
"1,1980";"0,4314";"-0,0943"
"1,2080";"0,3510";"-0,1517"
"1,2180";"0,2713";"-0,2012"
