Tempo;Spostamento;Forza
(s);(mm);(N)
"0,0000";"0,0000";"0,0019"
"0,0100";"0,0000";"-0,0026"
"0,0200";"0,0000";"-0,0044"
"0,0300";"0,0002";"0,0035"
"0,0400";"0,0005";"0,0138"
"0,0500";"0,0011";"0,0171"
"0,0600";"0,0022";"0,0119"
"0,0700";"0,0039";"0,0037"
"0,0800";"0,0060";"0,0015"
"0,0900";"0,0084";"0,0063"
"0,1000";"0,0110";"0,0122"
"0,1100";"0,0136";"0,0137"
"0,1200";"0,0161";"0,0136"
"0,1300";"0,0185";"0,0208"
"0,1400";"0,0209";"0,0363"
"0,1500";"0,0233";"0,0528"
"0,1600";"0,0255";"0,0646"
"0,1700";"0,0275";"0,0684"
"0,1800";"0,0294";"0,0700"
"0,1900";"0,0312";"0,0707"
"0,2000";"0,0329";"0,0731"
"0,2100";"0,0346";"0,0783"
"0,2200";"0,0362";"0,0840"
"0,2300";"0,0380";"0,0871"
"0,2400";"0,0398";"0,0857"
"0,2500";"0,0414";"0,0850"
"0,2600";"0,0432";"0,0887"
"0,2700";"0,0450";"0,0970"
"0,2800";"0,0466";"0,1044"
"0,2900";"0,0483";"0,1099"
"0,3000";"0,0499";"0,1126"
"0,3100";"0,0517";"0,1156"
"0,3200";"0,0532";"0,1188"
"0,3300";"0,0549";"0,1231"
"0,3400";"0,0565";"0,1271"
"0,3500";"0,0582";"0,1290"
"0,3600";"0,0599";"0,1285"
"0,3700";"0,0616";"0,1282"
"0,3800";"0,0633";"0,1324"
"0,3900";"0,0650";"0,1386"
"0,4000";"0,0668";"0,1426"
"0,4100";"0,0686";"0,1465"
"0,4200";"0,0702";"0,1524"
"0,4300";"0,0719";"0,1587"
"0,4400";"0,0735";"0,1652"
"0,4500";"0,0752";"0,1714"
"0,4600";"0,0769";"0,1761"
"0,4700";"0,0786";"0,1792"
"0,4800";"0,0803";"0,1798"
"0,4900";"0,0819";"0,1802"
"0,5000";"0,0836";"0,1815"
"0,5100";"0,0854";"0,1820"
"0,5200";"0,0870";"0,1807"
"0,5300";"0,0887";"0,1809"
"0,5400";"0,0904";"0,1844"
"0,5500";"0,0921";"0,1924"
"0,5600";"0,0936";"0,2003"
"0,5700";"0,0953";"0,2059"
"0,5800";"0,0968";"0,2113"
"0,5900";"0,0983";"0,2174"
"0,6000";"0,1000";"0,2228"
"0,6100";"0,1016";"0,2252"
"0,6200";"0,1033";"0,2276"
"0,6300";"0,1050";"0,2296"
"0,6400";"0,1067";"0,2293"
"0,6500";"0,1085";"0,2256"
"0,6600";"0,1103";"0,2246"
"0,6700";"0,1120";"0,2290"
"0,6800";"0,1138";"0,2348"
"0,6900";"0,1155";"0,2392"
"0,7000";"0,1171";"0,2441"
"0,7100";"0,1189";"0,2505"
"0,7200";"0,1204";"0,2561"
"0,7300";"0,1221";"0,2600"
"0,7400";"0,1237";"0,2633"
"0,7500";"0,1254";"0,2660"
"0,7600";"0,1269";"0,2664"
"0,7700";"0,1287";"0,2660"
"0,7800";"0,1303";"0,2671"
"0,7900";"0,1320";"0,2683"
"0,8000";"0,1338";"0,2694"
"0,8100";"0,1355";"0,2724"
"0,8200";"0,1372";"0,2778"
"0,8300";"0,1388";"0,2841"
"0,8400";"0,1405";"0,2895"
"0,8500";"0,1421";"0,2931"
"0,8600";"0,1437";"0,2977"
"0,8700";"0,1453";"0,3035"
"0,8800";"0,1470";"0,3077"
"0,8900";"0,1486";"0,3094"
"0,9000";"0,1503";"0,3095"
"0,9100";"0,1519";"0,3097"
"0,9200";"0,1536";"0,3111"
"0,9300";"0,1552";"0,3119"
"0,9400";"0,1569";"0,3143"
"0,9500";"0,1587";"0,3189"
"0,9600";"0,1603";"0,3241"
"0,9700";"0,1619";"0,3286"
"0,9800";"0,1635";"0,3329"
"0,9900";"0,1652";"0,3383"
"1,0000";"0,1668";"0,3447"
"1,0100";"0,1685";"0,3482"
"1,0200";"0,1702";"0,3509"
"1,0300";"0,1719";"0,3527"
"1,0400";"0,1735";"0,3525"
"1,0500";"0,1753";"0,3506"
"1,0600";"0,1771";"0,3508"
"1,0700";"0,1789";"0,3546"
"1,0800";"0,1806";"0,3602"
"1,0900";"0,1822";"0,3632"
"1,1000";"0,1838";"0,3652"
"1,1100";"0,1853";"0,3677"
"1,1200";"0,1870";"0,3722"
"1,1300";"0,1887";"0,3757"
"1,1400";"0,1903";"0,3803"
"1,1500";"0,1920";"0,3871"
"1,1600";"0,1935";"0,3919"
"1,1700";"0,1953";"0,3928"
"1,1800";"0,1969";"0,3923"
"1,1900";"0,1986";"0,3933"
"1,2000";"0,2002";"0,3945"
"1,2100";"0,2020";"0,3951"
"1,2200";"0,2038";"0,3961"
"1,2300";"0,2053";"0,3995"
"1,2400";"0,2070";"0,4051"
"1,2500";"0,2086";"0,4093"
"1,2600";"0,2103";"0,4122"
"1,2700";"0,2118";"0,4172"
"1,2800";"0,2134";"0,4228"
"1,2900";"0,2151";"0,4271"
"1,3000";"0,2166";"0,4290"
"1,3100";"0,2184";"0,4303"
"1,3200";"0,2201";"0,4326"
"1,3300";"0,2218";"0,4343"
"1,3400";"0,2235";"0,4339"
"1,3500";"0,2254";"0,4339"
"1,3600";"0,2270";"0,4349"
"1,3700";"0,2287";"0,4374"
"1,3800";"0,2303";"0,4411"
"1,3900";"0,2320";"0,4465"
"1,4000";"0,2335";"0,4533"
"1,4100";"0,2352";"0,4590"
"1,4200";"0,2368";"0,4624"
"1,4300";"0,2385";"0,4644"
"1,4400";"0,2401";"0,4658"
"1,4500";"0,2419";"0,4659"
"1,4600";"0,2437";"0,4648"
"1,4700";"0,2453";"0,4656"
"1,4800";"0,2471";"0,4673"
"1,4900";"0,2489";"0,4707"
"1,5000";"0,2505";"0,4753"
"1,5100";"0,2522";"0,4801"
"1,5200";"0,2538";"0,4869"
"1,5300";"0,2555";"0,4923"
"1,5400";"0,2571";"0,4950"
"1,5500";"0,2588";"0,4983"
"1,5600";"0,2603";"0,5024"
"1,5700";"0,2620";"0,5038"
"1,5800";"0,2637";"0,5034"
"1,5900";"0,2654";"0,5022"
"1,6000";"0,2670";"0,5034"
"1,6100";"0,2688";"0,5082"
"1,6200";"0,2706";"0,5124"
"1,6300";"0,2722";"0,5166"
"1,6400";"0,2739";"0,5196"
"1,6500";"0,2755";"0,5200"
"1,6600";"0,2771";"0,5193"
"1,6700";"0,2787";"0,5229"
"1,6800";"0,2803";"0,5288"
"1,6900";"0,2819";"0,5335"
"1,7000";"0,2836";"0,5352"
"1,7100";"0,2852";"0,5359"
"1,7200";"0,2869";"0,5401"
"1,7300";"0,2885";"0,5451"
"1,7400";"0,2904";"0,5480"
"1,7500";"0,2922";"0,5490"
"1,7600";"0,2938";"0,5502"
"1,7700";"0,2956";"0,5523"
"1,7800";"0,2973";"0,5537"
"1,7900";"0,2990";"0,5548"
"1,8000";"0,3006";"0,5563"
"1,8100";"0,3022";"0,5603"
