Tempo;Spostamento;Forza
(s);(mm);(N)
"0,0000";"0,0000";"0,0196"
"0,0100";"0,0137";"0,0180"
"0,0200";"0,0766";"0,0944"
"0,0300";"0,1931";"0,2611"
"0,0400";"0,3468";"0,4779"
"0,0500";"0,5198";"0,7125"
"0,0600";"0,6965";"0,9553"
"0,0700";"0,8714";"1,2130"
"0,0800";"1,0417";"1,4950"
"0,0900";"1,2048";"1,7968"
"0,1000";"1,3634";"2,0962"
"0,1100";"1,5185";"2,3734"
"0,1200";"1,6692";"2,6271"
"0,1300";"1,8181";"2,8648"
"0,1400";"1,9654";"3,0911"
"0,1500";"2,1099";"3,3043"
"0,1600";"2,2538";"3,5027"
"0,1700";"2,3976";"3,6875"
"0,1800";"2,5394";"3,8638"
"0,1900";"2,6809";"4,0378"
"0,2000";"2,8233";"4,2092"
"0,2100";"2,9645";"4,3749"
"0,2200";"3,1047";"4,5358"
"0,2300";"3,2461";"4,6954"
"0,2400";"3,3872";"4,8504"
"0,2500";"3,5271";"5,0005"
"0,2600";"3,6673";"5,1503"
"0,2700";"3,8082";"5,3016"
"0,2800";"3,9485";"5,4511"
"0,2900";"4,0883";"5,5972"
"0,3000";"4,2291";"5,7426"
"0,3100";"4,3695";"5,8884"
"0,3200";"4,5088";"6,0371"
"0,3300";"4,6487";"6,1885"
"0,3400";"4,7889";"6,3381"
"0,3500";"4,9282";"6,4822"
"0,3600";"5,0678";"6,6244"
"0,3700";"5,2085";"6,7675"
"0,3800";"5,3485";"6,9153"
"0,3900";"5,4878";"7,0656"
"0,4000";"5,6281";"7,2141"
"0,4100";"5,7684";"7,3580"
"0,4200";"5,9077";"7,5022"
"0,4300";"6,0479";"7,6508"
"0,4400";"6,1885";"7,8052"
"0,4500";"6,3282";"7,9624"
"0,4600";"6,4677";"8,1144"
"0,4700";"6,6083";"8,2655"
"0,4800";"6,7479";"8,4174"
"0,4900";"6,8871";"8,5743"
"0,5000";"7,0274";"8,7353"
"0,5020";"7,0556";"8,7677"
"0,5040";"7,0835";"8,7999"
"0,5140";"7,1844";"8,9342"
"0,5240";"7,1925";"8,9087"
"0,5340";"7,1226";"8,7933"
"0,5440";"6,9865";"8,6234"
"0,5540";"6,8013";"8,4045"
"0,5640";"6,5892";"8,1496"
"0,5740";"6,3733";"7,8654"
"0,5840";"6,1630";"7,5471"
"0,5940";"5,9639";"7,1974"
"0,6040";"5,7761";"6,8355"
"0,6140";"5,5974";"6,4766"
"0,6240";"5,4282";"6,1428"
"0,6340";"5,2645";"5,8300"
"0,6440";"5,1060";"5,5389"
"0,6540";"4,9524";"5,2658"
"0,6640";"4,8011";"5,0106"
"0,6740";"4,6519";"4,7773"
"0,6840";"4,5056";"4,5636"
"0,6940";"4,3600";"4,3608"
"0,7040";"4,2152";"4,1619"
"0,7140";"4,0724";"3,9707"
"0,7240";"3,9303";"3,7839"
"0,7340";"3,7876";"3,6007"
"0,7440";"3,6461";"3,4248"
"0,7540";"3,5053";"3,2529"
"0,7640";"3,3638";"3,0819"
"0,7740";"3,2227";"2,9127"
"0,7840";"3,0829";"2,7437"
"0,7940";"2,9425";"2,5782"
"0,8040";"2,8015";"2,4160"
"0,8140";"2,6616";"2,2544"
"0,8240";"2,5217";"2,0872"
"0,8340";"2,3808";"1,9170"
"0,8440";"2,2407";"1,7519"
"0,8540";"2,1015";"1,5925"
"0,8640";"1,9613";"1,4351"
"0,8740";"1,8204";"1,2758"
"0,8840";"1,6808";"1,1138"
"0,8940";"1,5406";"0,9479"
"0,9040";"1,3998";"0,7831"
"0,9140";"1,2601";"0,6245"
"0,9240";"1,1206";"0,4645"
"0,9340";"0,9800";"0,2989"
"0,9440";"0,8400";"0,1295"
"0,9540";"0,7005";"-0,0322"
"0,9640";"0,5603";"-0,1753"
"0,9740";"0,4198";"-0,2985"
"0,9840";"0,2801";"-0,4049"
"0,9940";"0,1401";"-0,4901"
