Tempo;Spostamento;Forza
(s);(mm);(N)
"0,0000";"0,0000";"0,0044"
"0,0100";"0,0039";"0,0048"
"0,0200";"0,0234";"0,0292"
"0,0300";"0,0613";"0,0804"
"0,0400";"0,1125";"0,1427"
"0,0500";"0,1706";"0,2169"
"0,0600";"0,2310";"0,3133"
"0,0700";"0,2914";"0,4476"
"0,0800";"0,3505";"0,6252"
"0,0900";"0,4079";"0,8385"
"0,1000";"0,4632";"1,0740"
"0,1100";"0,5171";"1,3182"
"0,1200";"0,5697";"1,5622"
"0,1300";"0,6212";"1,8000"
"0,1400";"0,6717";"2,0295"
"0,1500";"0,7217";"2,2482"
"0,1600";"0,7713";"2,4535"
"0,1700";"0,8206";"2,6441"
"0,1800";"0,8694";"2,8262"
"0,1900";"0,9179";"3,0009"
"0,2000";"0,9663";"3,1687"
"0,2100";"1,0150";"3,3300"
"0,2200";"1,0636";"3,4865"
"0,2300";"1,1118";"3,6419"
"0,2400";"1,1601";"3,7952"
"0,2500";"1,2084";"3,9468"
"0,2600";"1,2566";"4,0940"
"0,2700";"1,3049";"4,2388"
"0,2800";"1,3529";"4,3804"
"0,2900";"1,4011";"4,5221"
"0,3000";"1,4490";"4,6601"
"0,3100";"1,4972";"4,7942"
"0,3200";"1,5457";"4,9274"
"0,3300";"1,5941";"5,0586"
"0,3400";"1,6422";"5,1886"
"0,3500";"1,6901";"5,3192"
"0,3600";"1,7380";"5,4489"
"0,3700";"1,7861";"5,5787"
"0,3800";"1,8341";"5,7071"
"0,3900";"1,8820";"5,8359"
"0,4000";"1,9299";"5,9656"
"0,4100";"1,9779";"6,0941"
"0,4200";"2,0258";"6,2205"
"0,4300";"2,0738";"6,3461"
"0,4400";"2,1217";"6,4743"
"0,4500";"2,1696";"6,6022"
"0,4600";"2,2178";"6,7283"
"0,4700";"2,2658";"6,8539"
"0,4800";"2,3138";"6,9799"
"0,4900";"2,3621";"7,1074"
"0,5000";"2,4103";"7,2354"
"0,5100";"2,4585";"7,3624"
"0,5200";"2,5063";"7,4898"
"0,5300";"2,5542";"7,6191"
"0,5400";"2,6019";"7,7487"
"0,5500";"2,6496";"7,8799"
"0,5600";"2,6976";"8,0133"
"0,5700";"2,7453";"8,1472"
"0,5800";"2,7932";"8,2806"
"0,5900";"2,8412";"8,4151"
"0,6000";"2,8895";"8,5513"
"0,6100";"2,9376";"8,6903"
"0,6200";"2,9854";"8,8304"
"0,6240";"3,0044";"8,8868"
"0,6260";"3,0140";"8,9152"
"0,6280";"3,0234";"8,9435"
"0,6380";"3,0570";"9,0770"
"0,6480";"3,0548";"9,1434"
"0,6580";"3,0268";"9,1382"
"0,6680";"2,9772";"9,0493"
"0,6780";"2,9134";"8,8675"
"0,6880";"2,8429";"8,6005"
"0,6980";"2,7717";"8,2676"
"0,7080";"2,7024";"7,8897"
"0,7180";"2,6358";"7,5002"
"0,7280";"2,5723";"7,1229"
"0,7380";"2,5121";"6,7731"
"0,7480";"2,4546";"6,4548"
"0,7580";"2,3989";"6,1665"
"0,7680";"2,3449";"5,9054"
"0,7780";"2,2923";"5,6680"
"0,7880";"2,2407";"5,4487"
"0,7980";"2,1898";"5,2451"
"0,8080";"2,1395";"5,0517"
"0,8180";"2,0897";"4,8671"
"0,8280";"2,0404";"4,6924"
"0,8380";"1,9915";"4,5234"
"0,8480";"1,9425";"4,3569"
"0,8580";"1,8940";"4,1923"
"0,8680";"1,8457";"4,0304"
"0,8780";"1,7973";"3,8730"
"0,8880";"1,7490";"3,7187"
"0,8980";"1,7008";"3,5670"
"0,9080";"1,6525";"3,4161"
"0,9180";"1,6043";"3,2675"
"0,9280";"1,5561";"3,1216"
"0,9380";"1,5080";"2,9803"
"0,9480";"1,4600";"2,8388"
"0,9580";"1,4119";"2,6944"
"0,9680";"1,3640";"2,5500"
"0,9780";"1,3160";"2,4068"
"0,9880";"1,2678";"2,2667"
"0,9980";"1,2197";"2,1271"
"1,0080";"1,1715";"1,9883"
"1,0180";"1,1233";"1,8517"
"1,0280";"1,0750";"1,7178"
"1,0380";"1,0268";"1,5844"
"1,0480";"0,9787";"1,4509"
"1,0580";"0,9309";"1,3196"
"1,0680";"0,8829";"1,1877"
"1,0780";"0,8350";"1,0571"
"1,0880";"0,7871";"0,9294"
"1,0980";"0,7390";"0,8052"
"1,1080";"0,6912";"0,6850"
"1,1180";"0,6433";"0,5685"
