Tempo;Spostamento;Forza
(s);(mm);(N)
"0,0000";"0,0000";"0,0050"
"0,0100";"0,0050";"0,0093"
"0,0200";"0,0297";"0,0390"
"0,0300";"0,0776";"0,0992"
"0,0400";"0,1420";"0,1792"
"0,0500";"0,2151";"0,2828"
"0,0600";"0,2909";"0,4218"
"0,0700";"0,3664";"0,6085"
"0,0800";"0,4403";"0,8427"
"0,0900";"0,5120";"1,1194"
"0,1000";"0,5811";"1,4231"
"0,1100";"0,6479";"1,7364"
"0,1200";"0,7128";"2,0429"
"0,1300";"0,7765";"2,3334"
"0,1400";"0,8393";"2,6067"
"0,1500";"0,9021";"2,8638"
"0,1600";"0,9646";"3,1054"
"0,1700";"1,0265";"3,3284"
"0,1800";"1,0876";"3,5349"
"0,1900";"1,1482";"3,7290"
"0,2000";"1,2088";"3,9166"
"0,2100";"1,2692";"4,1034"
"0,2200";"1,3299";"4,2895"
"0,2300";"1,3906";"4,4713"
"0,2400";"1,4511";"4,6490"
"0,2500";"1,5118";"4,8205"
"0,2600";"1,5721";"4,9889"
"0,2700";"1,6321";"5,1575"
"0,2800";"1,6920";"5,3261"
"0,2900";"1,7519";"5,4917"
"0,3000";"1,8120";"5,6545"
"0,3100";"1,8724";"5,8158"
"0,3200";"1,9326";"5,9756"
"0,3300";"1,9927";"6,1356"
"0,3400";"2,0523";"6,2951"
"0,3500";"2,1120";"6,4533"
"0,3600";"2,1719";"6,6119"
"0,3700";"2,2320";"6,7711"
"0,3800";"2,2920";"6,9317"
"0,3900";"2,3520";"7,0924"
"0,4000";"2,4121";"7,2529"
"0,4100";"2,4722";"7,4133"
"0,4200";"2,5323";"7,5743"
"0,4300";"2,5924";"7,7361"
"0,4400";"2,6519";"7,8990"
"0,4500";"2,7113";"8,0640"
"0,4600";"2,7711";"8,2319"
"0,4700";"2,8316";"8,4026"
"0,4800";"2,8920";"8,5736"
"0,4900";"2,9523";"8,7469"
"0,4980";"3,0004";"8,8877"
"0,5000";"3,0123";"8,9235"
"0,5020";"3,0241";"8,9595"
"0,5120";"3,0666";"9,1286"
"0,5220";"3,0634";"9,2125"
"0,5320";"3,0255";"9,2038"
"0,5420";"2,9605";"9,0895"
"0,5520";"2,8787";"8,8624"
"0,5620";"2,7905";"8,5372"
"0,5720";"2,7018";"8,1350"
"0,5820";"2,6156";"7,6839"
"0,5920";"2,5331";"7,2225"
"0,6020";"2,4548";"6,7785"
"0,6120";"2,3805";"6,3695"
"0,6220";"2,3094";"6,0010"
"0,6320";"2,2408";"5,6697"
"0,6420";"2,1739";"5,3691"
"0,6520";"2,1082";"5,0958"
"0,6620";"2,0438";"4,8472"
"0,6720";"1,9803";"4,6167"
"0,6820";"1,9178";"4,3991"
"0,6920";"1,8561";"4,1902"
"0,7020";"1,7948";"3,9894"
"0,7120";"1,7336";"3,7911"
"0,7220";"1,6725";"3,5939"
"0,7320";"1,6115";"3,3991"
"0,7420";"1,5507";"3,2078"
"0,7520";"1,4902";"3,0212"
"0,7620";"1,4301";"2,8396"
"0,7720";"1,3704";"2,6585"
"0,7820";"1,3103";"2,4785"
"0,7920";"1,2499";"2,3019"
"0,8020";"1,1892";"2,1285"
"0,8120";"1,1286";"1,9586"
"0,8220";"1,0680";"1,7867"
"0,8320";"1,0081";"1,6119"
"0,8420";"0,9485";"1,4401"
"0,8520";"0,8890";"1,2727"
"0,8620";"0,8289";"1,1095"
"0,8720";"0,7684";"0,9491"
"0,8820";"0,7080";"0,7915"
"0,8920";"0,6475";"0,6403"
"0,9020";"0,5874";"0,5006"
"0,9120";"0,5278";"0,3733"
"0,9220";"0,4686";"0,2578"
"0,9320";"0,4088";"0,1551"
"0,9420";"0,3487";"0,0703"
"0,9520";"0,2883";"0,0077"
"0,9620";"0,2278";"-0,0344"
"0,9720";"0,1675";"-0,0618"
"0,9820";"0,1077";"-0,0784"
"0,9920";"0,0480";"-0,0894"
"1,0020";"-0,0117";"-0,0996"
"1,0040";"-0,0235";"-0,1012"
"1,0060";"-0,0353";"-0,1029"
"1,0160";"-0,0777";"-0,0980"
"1,0260";"-0,0748";"-0,0249"
"1,0360";"-0,0377";"0,0639"
"1,0460";"0,0266";"0,1220"
"1,0560";"0,1075";"0,1359"
"1,0660";"0,1955";"0,1072"
"1,0760";"0,2840";"0,0636"
"1,0860";"0,3703";"0,0453"
"1,0960";"0,4532";"0,0866"
"1,1060";"0,5321";"0,2021"
"1,1160";"0,6069";"0,3886"
"1,1260";"0,6782";"0,6298"
"1,1360";"0,7468";"0,9081"
"1,1460";"0,8135";"1,2066"
"1,1560";"0,8788";"1,5063"
"1,1660";"0,9435";"1,7939"
"1,1760";"1,0071";"2,0662"
"1,1860";"1,0699";"2,3250"
"1,1960";"1,1319";"2,5734"
"1,2060";"1,1932";"2,8110"
"1,2160";"1,2545";"3,0400"
"1,2260";"1,3155";"3,2618"
"1,2360";"1,3768";"3,4760"
"1,2460";"1,4379";"3,6817"
"1,2560";"1,4986";"3,8786"
"1,2660";"1,5590";"4,0702"
"1,2760";"1,6194";"4,2604"
"1,2860";"1,6793";"4,4498"
"1,2960";"1,7394";"4,6387"
"1,3060";"1,7996";"4,8257"
"1,3160";"1,8600";"5,0098"
"1,3260";"1,9203";"5,1936"
"1,3360";"1,9804";"5,3777"
"1,3460";"2,0401";"5,5593"
"1,3560";"2,1000";"5,7378"
"1,3660";"2,1597";"5,9156"
"1,3760";"2,2198";"6,0969"
"1,3860";"2,2801";"6,2845"
"1,3960";"2,3405";"6,4737"
"1,4060";"2,4008";"6,6599"
"1,4160";"2,4609";"6,8413"
"1,4260";"2,5207";"7,0219"
"1,4360";"2,5805";"7,2069"
"1,4460";"2,6402";"7,3950"
"1,4560";"2,6998";"7,5835"
"1,4660";"2,7595";"7,7745"
"1,4760";"2,8198";"7,9679"
"1,4860";"2,8800";"8,1638"
"1,4960";"2,9401";"8,3583"
"1,5060";"2,9999";"8,5515"
"1,5080";"3,0120";"8,5903"
"1,5100";"3,0239";"8,6292"
"1,5120";"3,0357";"8,6678"
"1,5220";"3,0778";"8,8506"
"1,5320";"3,0746";"8,9502"
"1,5420";"3,0371";"8,9624"
"1,5520";"2,9724";"8,8695"
"1,5620";"2,8907";"8,6601"
"1,5720";"2,8024";"8,3466"
"1,5820";"2,7137";"7,9506"
"1,5920";"2,6276";"7,5054"
"1,6020";"2,5452";"7,0466"
"1,6120";"2,4668";"6,6041"
"1,6220";"2,3924";"6,1980"
"1,6320";"2,3213";"5,8348"
"1,6420";"2,2527";"5,5106"
"1,6520";"2,1858";"5,2148"
"1,6620";"2,1203";"4,9433"
"1,6720";"2,0557";"4,6940"
"1,6820";"1,9923";"4,4622"
"1,6920";"1,9299";"4,2421"
"1,7020";"1,8680";"4,0293"
"1,7120";"1,8067";"3,8249"
"1,7220";"1,7456";"3,6279"
