Tempo,Spostamento,Forza,Voltaggio,Delta_R_su_R0,Strain_Percentuale,DeltaR_Percentuale
148.61,49.5378,15.2543,0.182006159394544,-0.319606218405758,70.7682857142857,-31.9606218405758
148.62,49.5411,15.2555,0.182019186561415,-0.319555679112474,70.773,-31.9555679112474
148.63,49.5445,15.2581,0.182143013643348,-0.319075274505806,70.7778571428571,-31.9075274505806
148.64,49.5477,15.2573,0.182150093898588,-0.31904780491191,70.7824285714286,-31.904780491191
148.65,49.5509,15.2549,0.182155859917863,-0.319025434160454,70.787,-31.9025434160454
148.66,49.5541,15.2541,0.182137555621335,-0.319096450191271,70.7915714285714,-31.9096450191271
148.67,49.5574,15.2553,0.182126125333891,-0.319140796535544,70.7962857142857,-31.9140796535544
148.68,49.5605,15.2566,0.182105988588258,-0.319218921010358,70.8007142857143,-31.9218921010358
148.69,49.5637,15.2578,0.182062423581343,-0.319387937809155,70.8052857142857,-31.9387937809155
148.7,49.5669,15.2578,0.182057998692426,-0.319405104640138,70.8098571428571,-31.9405104640138
148.71,49.5701,15.2577,0.18198217839791,-0.319699252702831,70.8144285714286,-31.9699252702831
148.72,49.5734,15.256,0.181917369874873,-0.319950672790351,70.8191428571429,-31.9950672790351
148.73,49.5767,15.2532,0.181826248941936,-0.32030415857341,70.8238571428572,-32.030415857341
148.74,49.5801,15.2527,0.181837536821536,-0.320260370184528,70.8287142857143,-32.0260370184528
148.75,49.5837,15.2542,0.181833077304121,-0.320277669745339,70.8338571428571,-32.0277669745339
148.76,49.5871,15.2569,0.181836808493277,-0.320263195550503,70.8387142857143,-32.0263195550503
148.77,49.5906,15.2576,0.181818688993797,-0.320333485308439,70.8437142857143,-32.0333485308439
148.78,49.5941,15.2593,0.181803831440559,-0.320391120822826,70.8487142857143,-32.0391120822826
148.79,49.5975,15.2613,0.181800713528703,-0.320403215801073,70.8535714285714,-32.0403215801073
148.8,49.6009,15.2615,0.181870905449567,-0.320130924083482,70.8584285714286,-32.0130924083482
148.81,49.6043,15.2607,0.181863448032888,-0.320159853612845,70.8632857142857,-32.0159853612845
148.82,49.6079,15.2602,0.181905173928588,-0.31999798534635,70.8684285714286,-31.999798534635
148.83,49.6111,15.259,0.181837692915325,-0.320259764657893,70.873,-32.0259764657893
148.84,49.6143,15.2582,0.18192370738331,-0.31992608717237,70.8775714285714,-31.992608717237
148.85,49.6174,15.2586,0.181881852068556,-0.320088458742099,70.882,-32.0088458742099
148.86,49.6206,15.2613,0.181916558147175,-0.319953821787732,70.8865714285714,-31.9953821787732
148.87,49.6238,15.263,0.181931185076699,-0.319897078257907,70.8911428571429,-31.9897078257907
148.88,49.6271,15.2619,0.181953229312067,-0.319811559472466,70.8958571428571,-31.9811559472466
148.89,49.6304,15.2581,0.181977846155734,-0.319716059541309,70.9005714285714,-31.9716059541309
148.9,49.6336,15.256,0.182012149416171,-0.319582979967145,70.9051428571428,-31.9582979967145
148.91,49.637,15.2576,0.182008243685512,-0.31959813235341,70.91,-31.959813235341
148.92,49.6403,15.2594,0.18202715689319,-0.319524757831222,70.9147142857143,-31.9524757831222
148.93,49.6437,15.261,0.182012645179502,-0.319581056638322,70.9195714285714,-31.9581056638322
148.94,49.6472,15.262,0.182014844362288,-0.319572524837482,70.9245714285714,-31.9572524837482
148.95,49.6507,15.2639,0.181992999010995,-0.319657274239723,70.9295714285714,-31.9657274239723
148.96,49.6542,15.2646,0.181988934467399,-0.319673042619137,70.9345714285714,-31.9673042619137
148.97,49.6577,15.2632,0.181993122579008,-0.31965679485773,70.9395714285714,-31.965679485773
148.98,49.661,15.2607,0.181979284772914,-0.319710478460875,70.9442857142857,-31.9710478460875
148.99,49.6643,15.261,0.181972563691916,-0.319736552702912,70.949,-31.9736552702912
149,49.6677,15.2617,0.181970588048907,-0.319744217139784,70.9538571428571,-31.9744217139784
149.01,49.6709,15.2633,0.181976992988667,-0.31971936938067,70.9584285714286,-31.971936938067
149.02,49.6743,15.2656,0.181976099041288,-0.319722837424926,70.9632857142857,-31.9722837424926
149.03,49.6775,15.2668,0.181983569258313,-0.319693856883998,70.9678571428572,-31.9693856883998
149.04,49.6808,15.2657,0.18197652946311,-0.31972116761547,70.9725714285714,-31.972116761547
149.05,49.684,15.264,0.18198378376084,-0.319693024724886,70.9771428571429,-31.9693024724886
149.06,49.6871,15.2627,0.181977748065483,-0.319716440079937,70.9815714285714,-31.9716440079937
149.07,49.6902,15.2627,0.181969213540984,-0.319749549490735,70.986,-31.9749549490735
149.08,49.6935,15.2627,0.18197742137136,-0.319717707481345,70.9907142857143,-31.9717707481345
149.09,49.6968,15.2623,0.181984461026857,-0.319690397281747,70.9954285714286,-31.9690397281747
149.1,49.7001,15.2631,0.181981729718451,-0.319700993346352,71.0001428571429,-31.9700993346352
149.11,49.7035,15.2669,0.181988483715857,-0.319674791306169,71.005,-31.9674791306169
149.12,49.7069,15.2693,0.18198802621325,-0.319676566183571,71.0098571428571,-31.9676566183571
149.13,49.7104,15.2682,0.181992384079778,-0.319659659864445,71.0148571428572,-31.9659659864445
149.14,49.7139,15.2663,0.182001622961509,-0.319623817572647,71.0198571428571,-31.9623817572647
149.15,49.7174,15.2659,0.181998853771305,-0.319634560675493,71.0248571428571,-31.9634560675493
149.16,49.721,15.2654,0.182006744152094,-0.319603949826771,71.03,-31.9603949826771
149.17,49.7244,15.2632,0.181995429170118,-0.319647846435138,71.0348571428571,-31.9647846435138
149.18,49.7278,15.2623,0.182004355865466,-0.319613215230573,71.0397142857143,-31.9613215230573
149.19,49.7311,15.2641,0.181990475166998,-0.319667065484794,71.0444285714286,-31.9667065484794
149.2,49.7343,15.2665,0.181989658327732,-0.319670234408035,71.049,-31.9670234408035
149.21,49.7376,15.2674,0.181989975807282,-0.31966900274807,71.0537142857143,-31.966900274807
149.22,49.7409,15.2676,0.181991379581165,-0.319663556813976,71.0584285714286,-31.9663556813976
149.23,49.7442,15.2682,0.182004834102928,-0.319611359899898,71.0631428571429,-31.9611359899898
149.24,49.7474,15.2693,0.182017156531573,-0.319563554693462,71.0677142857143,-31.9563554693462
149.25,49.7506,15.2691,0.182013850725362,-0.31957637968508,71.0722857142857,-31.957637968508
149.26,49.7538,15.2682,0.182016379447196,-0.319566569421251,71.0768571428571,-31.9566569421251
149.27,49.757,15.268,0.182018806110353,-0.319557155087906,71.0814285714286,-31.9557155087906
149.28,49.7603,15.2692,0.182016428048456,-0.319566380870882,71.0861428571428,-31.9566380870882
149.29,49.7637,15.2708,0.182014032221093,-0.319575675566455,71.091,-31.9575675566455
149.3,49.7671,15.2742,0.182011588470074,-0.319585156174001,71.0958571428571,-31.9585156174001
149.31,49.7706,15.2762,0.182028397210734,-0.319519945951114,71.1008571428571,-31.9519945951114
149.32,49.7741,15.275,0.182042943758092,-0.319463511635896,71.1058571428571,-31.9463511635896
149.33,49.7775,15.2722,0.182057583120017,-0.319406716896236,71.1107142857143,-31.9406716896236
149.34,49.7809,15.2705,0.18206497813095,-0.319378027145704,71.1155714285714,-31.9378027145704
149.35,49.7844,15.2716,0.182066303716144,-0.319372884384225,71.1205714285714,-31.9372884384225
149.36,49.7878,15.2724,0.18205670852647,-0.319410109971354,71.1254285714286,-31.9410109971354
149.37,49.7911,15.2706,0.182060272124976,-0.319396284618747,71.1301428571429,-31.9396284618747
149.38,49.7944,15.2697,0.182065024048717,-0.319377849002451,71.1348571428571,-31.9377849002451
149.39,49.7976,15.2707,0.182069633133616,-0.319359967510575,71.1394285714286,-31.9359967510575
149.4,49.8008,15.2745,0.18207660237192,-0.319332929458486,71.144,-31.9332929458486
149.41,49.8041,15.2762,0.182083687539369,-0.319305441564251,71.1487142857143,-31.9305441564251
149.42,49.8074,15.2752,0.182098052737815,-0.319249709527374,71.1534285714286,-31.9249709527374
149.43,49.8106,15.2746,0.182106567781455,-0.319216673925276,71.158,-31.9216673925276
149.44,49.8138,15.2749,0.182122304477249,-0.319155620352402,71.1625714285714,-31.9155620352402
149.45,49.8168,15.2729,0.182141675483592,-0.31908046621706,71.1668571428571,-31.908046621706
149.46,49.82,15.2701,0.18215026037684,-0.319047159017559,71.1714285714286,-31.9047159017559
149.47,49.8233,15.2698,0.182149359577046,-0.319050653896929,71.1761428571429,-31.9050653896929
149.48,49.8268,15.2729,0.182168797055325,-0.318975241020889,71.1811428571429,-31.8975241020889
149.49,49.8302,15.2771,0.182169004928978,-0.318974434516376,71.186,-31.8974434516376
149.5,49.8337,15.2771,0.182165490122731,-0.318988071189967,71.191,-31.8988071189967
