Tempo,Spostamento,Forza,Voltaggio,Delta_R_su_R0
0,0,0.0035,428414.915739056,-9.44877811495826e-10
0.01,0,0.0031,428415.51857583,-9.61300523285432e-10
0.02,0,0.003,428430.133168117,-1.35942269526005e-09
0.03,0,0.0008,428431.394495765,-1.39378188840535e-09
0.04,0,-0.0036,428418.180317713,-1.03381206453849e-09
0.05,0,-0.0066,428389.419839729,-2.50265961654604e-10
0.06,0,-0.0061,428360.570546382,5.35805354110934e-10
0.07,0,-0.005,428348.641433739,8.60875047950892e-10
0.08,0,-0.0065,428309.320396317,1.93250554654648e-09
0.09,0,-0.0086,428284.308218765,2.61427402591509e-09
0.1,0,-0.0063,428286.858031176,2.54476906928086e-09
0.11,0,0.0005,428279.803637471,2.73706592194562e-09
0.12,0.0002,0.0069,428240.837236885,3.79937224417135e-09
0.13,0.0002,0.0069,428225.867185369,4.20753861287724e-09
0.14,0.0004,0.003,428208.67828937,4.67623830213224e-09
0.15,0.0004,0.0008,428179.510282499,5.47166561408419e-09
0.16,0.0004,0.0003,428191.99482907,5.13119221867779e-09
0.17,0.0005,-0.0002,428229.01424629,4.12172988071898e-09
0.18,0.0006,-0.0025,428200.358658962,4.90310816158775e-09
0.19,0.0007,-0.0058,428225.088784676,4.22876301259578e-09
0.2,0.0007,-0.0087,428208.172179808,4.69003937147414e-09
0.21,0.0008,-0.0081,428239.935222569,3.82396508191052e-09
0.22,0.0011,-0.0052,428235.650028119,3.94080104556855e-09
0.23,0.0014,-0.0022,428228.993112142,4.12230632385931e-09
0.24,0.0018,-0.0016,428228.759445913,4.12867746603332e-09
0.25,0.0024,-0.0006,428222.69008199,4.2941676754284e-09
0.26,0.0031,0.0031,428281.954649556,2.67843034301735e-09
0.27,0.004,0.0082,428289.395058483,2.47561316051249e-09
0.28,0.005,0.0101,428313.587590422,1.81620062458319e-09
0.29,0.0059,0.0099,428303.147934216,2.10074390156243e-09
0.3,0.007,0.0114,428312.088795434,1.85705106030772e-09
0.31,0.0078,0.0152,428270.00738416,3.00411431453563e-09
0.32,0.0086,0.019,428279.400946917,2.74804317659066e-09
0.33,0.0094,0.0204,428312.358549539,1.84969874244853e-09
0.34,0.0102,0.0219,428291.748400353,2.41146538043419e-09
0.35,0.0107,0.0246,428329.810258001,1.37406349732203e-09
0.36,0.0113,0.0277,428330.017489594,1.36841567390504e-09
0.37,0.0118,0.0285,428321.819688803,1.59183657568216e-09
0.38,0.0123,0.028,428326.847496461,1.45480880415777e-09
0.39,0.0126,0.0299,428329.316135825,1.38752987652018e-09
0.4,0.0131,0.0335,428341.516989601,1.05502559895382e-09
0.41,0.0135,0.0352,428357.023039298,6.32473568788293e-10
0.42,0.0138,0.0345,428354.857585267,6.91481866421566e-10
0.43,0.0142,0.0337,428360.942721854,5.25663757697259e-10
0.44,0.0145,0.0353,428409.627467756,-8.00810487626286e-10
0.45,0.0149,0.0388,428363.971830325,4.43123541574676e-10
0.46,0.0152,0.0421,428367.353093362,3.50988486618173e-10
