Tempo,Spostamento,Forza,Voltaggio,R_sensore
2.036,-0.164,-0.3733,0.266068343609022,16861.3551855879
2.046,-0.0942,-0.1817,0.265549783458646,16826.6496412315
2.056,0.0394,-0.0511,0.264701985714286,16769.9256677648
2.066,0.2185,-0.0158,0.262149643984962,16599.2775807373
2.076,0.4248,-0.0661,0.258906719924812,16382.7225892952
2.086,0.6397,-0.1332,0.254451868045113,16085.7204038278
2.096,0.8501,-0.1335,0.249148994736842,15732.9072913985
2.106,1.0522,-0.0159,0.242389754135338,15284.338666415
2.116,1.2418,0.2123,0.236118669548872,14869.3042397749
2.126,1.4225,0.512,0.228657182330827,14376.907575205
2.136,1.594,0.841,0.221255370300752,13889.9682309249
2.146,1.7582,1.1764,0.213844477443609,13403.9403715024
2.156,1.9182,1.4967,0.206960689473684,12953.8280034026
2.166,2.0729,1.7912,0.200853946240601,12555.6053508684
2.176,2.2243,2.0563,0.195477542481203,12205.8463172729
2.186,2.374,2.2955,0.19125392406015,11931.6296414822
2.196,2.5212,2.514,0.187527719172932,11690.1069697613
2.206,2.6662,2.7177,0.18388992556391,11454.6754157467
2.216,2.811,2.9152,0.180366205263158,11226.9653428932
2.226,2.9549,3.1078,0.177372521052632,11033.7687387382
2.236,3.0971,3.2959,0.174200985714286,10829.3560423011
2.246,3.2397,3.4799,0.172409866541353,10714.0329921401
2.256,3.3822,3.6593,0.169961730451128,10556.5455778678
2.266,3.5231,3.8314,0.167935333082707,10426.3091240774
2.276,3.664,4.0031,0.165761623308271,10286.7262881051
2.286,3.8055,4.1765,0.164180395488722,10185.2679948334
2.296,3.9464,4.3505,0.162319594736842,10065.9560660671
2.306,4.0863,4.522,0.16079737481203,9968.42169669125
2.316,4.2275,4.691,0.159387101879699,9878.11493508965
2.326,4.3681,4.8583,0.158544395864662,9824.17740622721
2.336,4.5075,5.0289,0.157570840225564,9761.88819866413
2.346,4.6476,5.2046,0.157314196616541,9745.47201719942
2.356,4.7879,5.3751,0.156739912406015,9708.7442902873
2.366,4.9273,5.5401,0.156029928195489,9663.35005476385
2.376,5.0669,5.7059,0.155768057894737,9646.61022158084
2.386,5.2079,5.8778,0.155358062781955,9620.4052721696
2.396,5.3478,6.0522,0.154857762030075,9588.43442096507
2.406,5.4872,6.2244,0.154400842105263,9559.24151425345
2.416,5.6276,6.394,0.153679855639098,9513.18842305024
2.426,5.768,6.5625,0.153243481578947,9485.32163704832
2.436,5.9074,6.7366,0.153088166165413,9475.40442741864
2.446,6.0475,6.9123,0.152539258270677,9440.36061752148
2.456,6.1884,7.0904,0.151990577819549,9405.33925888221
2.466,6.3282,7.2666,0.151701121052632,9386.86690983671
2.476,6.4678,7.4428,0.151352209774436,9364.60326606204
2.486,6.6084,7.6222,0.150618969172932,9317.82643282481
2.496,6.7482,7.8029,0.150442645864662,9306.58005743815
2.506,6.8874,7.9881,0.150297413909774,9297.31738648384
