Tempo,Spostamento,Forza,Voltaggio,Delta_R_su_R0
0,0,0.0043,0.220494961595084,-6.71554464022758e-05
0.01,0,0.0056,0.220498284370634,-5.13916596150417e-05
0.02,0,0.0098,0.220501540716772,-3.59430034735863e-05
0.03,0,0.0131,0.2205047306335,-2.08094792662274e-05
0.04,0,0.014,0.220507854120817,-5.991088254473e-06
0.05,0,0.0113,0.220510911178724,8.51216832527034e-06
0.06,0,0.0098,0.22051390180722,2.2700289264063e-05
0.07,0,0.009,0.220516826006306,3.65732733785923e-05
0.08,0,0.0075,0.220519683775981,5.0131119511567e-05
0.09,0,0.004,0.220522475116245,6.33738265330314e-05
0.1,0.0002,0,0.220525200027099,7.63013933379996e-05
0.11,0.0002,-0.0011,0.220527858508542,8.8913818849347e-05
0.12,0.0004,-0.0001,0.220530450560574,0.000101211102014393
0.13,0.0005,0.0022,0.220532976183196,0.000113193241808188
0.14,0.0006,0.0051,0.220535435376408,0.000124860237231013
0.15,0.0009,0.0112,0.220537828140209,0.000136212087310749
0.16,0.0013,0.0175,0.220540154474599,0.000147248791099852
0.17,0.0018,0.0194,0.220542414379579,0.000157970347678641
0.18,0.0022,0.0184,0.220544607855148,0.000168376756152664
0.19,0.003,0.0172,0.220546734901306,0.000178468015653888
0.2,0.0035,0.0149,0.220548795518054,0.000188244125341483
0.21,0.0044,0.0116,0.220550789705391,0.000197705084399589
0.22,0.0051,0.0092,0.220552717463318,0.000206850892039286
0.23,0.0058,0.0103,0.220554578791834,0.000215681547498335
0.24,0.0065,0.0144,0.220556373690939,0.000224197050039596
0.25,0.0072,0.018,0.220558102160634,0.000232397398953397
0.26,0.0077,0.022,0.220559764200919,0.000240282593555956
0.27,0.0083,0.027,0.220561359811792,0.000247852633189512
0.28,0.0087,0.0302,0.220562888993255,0.000255107517222982
0.29,0.0091,0.0316,0.220564351745308,0.000262047245051043
0.3,0.0096,0.0329,0.22056574806795,0.000268671816095048
0.31,0.01,0.0341,0.220567077961181,0.000274981229802899
0.32,0.0105,0.0362,0.220568341425002,0.000280975485647993
0.33,0.0109,0.0389,0.220569538459412,0.0002866545831308
0.34,0.0112,0.0386,0.220570669064412,0.000292018521777153
0.35,0.0116,0.0357,0.220571733240001,0.000297067301140354
0.36,0.0119,0.0322,0.220572730986179,0.000301800920799067
0.37,0.0123,0.0289,0.220573662302947,0.000306219380358636
0.38,0.0125,0.0282,0.220574527190304,0.000310322679450557
0.39,0.0129,0.0308,0.220575325648251,0.000314110817732741
0.4,0.0131,0.0351,0.220576057676787,0.000317583794889123
0.41,0.0135,0.0387,0.220576723275912,0.000320741610629918
0.42,0.0138,0.0431,0.220577322445627,0.000323584264692154
0.43,0.014,0.0465,0.220577855185931,0.000326111756838485
0.44,0.0144,0.0482,0.220578321496825,0.000328324086858376
0.45,0.0148,0.048,0.220578721378308,0.000330221254567047
0.46,0.0152,0.0447,0.220579054830381,0.000331803259806533
0.47,0.0155,0.0413,0.220579321853042,0.000333070102444885
0.48,0.0159,0.0409,0.220579522446294,0.000334021782376443
0.49,0.0162,0.0426,0.220579656610134,0.000334658299521432
0.5,0.0165,0.0443,0.220579724344565,0.00033497965382755
0.51,0.0169,0.0461,0.220579725649584,0.000334985845267327
0.52,0.0172,0.0485,0.220579660525193,0.000334676873840501
0.53,0.0176,0.0504,0.220579528971391,0.000334052739572831
0.54,0.0178,0.0505,0.220579330988179,0.000333113442516622
0.55,0.0182,0.0499,0.220579066575556,0.000331858982749807
0.56,0.0185,0.0518,0.220578735733523,0.000330289360377128
0.57,0.0189,0.0555,0.220578338462079,0.000328404575529217
0.58,0.0191,0.058,0.220577874761224,0.000326204628363911
0.59,0.0195,0.0596,0.220577344630959,0.000323689519064016
0.6,0.0197,0.0611,0.220576748071283,0.000320859247839936
0.61,0.0201,0.06,0.220576085082197,0.000317713814927047
0.62,0.0204,0.0588,0.2205753556637,0.000314253220587926
0.63,0.0208,0.0555,0.220574559815792,0.000310477465111175
0.64,0.0211,0.0518,0.220573697538474,0.000306386548811807
0.65,0.0215,0.0507,0.220572768831745,0.000301980472030861
0.66,0.0218,0.0525,0.220571773695606,0.000297259235135527
0.67,0.0222,0.0558,0.220570712130056,0.000292222838519802
0.68,0.0225,0.0613,0.220569584135096,0.000286871282603709
0.69,0.0229,0.0664,0.220568389710724,0.000281204567833552
0.7,0.0233,0.0689,0.220567128856943,0.000275222694681788
0.71,0.0235,0.0691,0.22056580157375,0.000268925663647161
0.72,0.0238,0.0693,0.220564407861148,0.00026231347525522
0.73,0.0242,0.0672,0.220562947719134,0.000255386130056752
0.74,0.0244,0.0634,0.22056142114771,0.000248143628629874
0.75,0.0248,0.0601,0.220559828146875,0.00024058597157873
0.76,0.025,0.06,0.22055816871663,0.000232713159533219
0.77,0.0254,0.0622,0.220556442856974,0.00022452519315005
0.78,0.0256,0.0663,0.220554650567908,0.000216022073111823
0.79,0.026,0.07,0.220552791849431,0.000207203800127815
0.8,0.0263,0.0725,0.220550866701543,0.000198070374933457
0.81,0.0267,0.0754,0.220548875124245,0.000188621798290465
0.82,0.027,0.0779,0.220546817117536,0.000178858070986442
0.83,0.0274,0.0786,0.220544692681417,0.000168779193836066
0.84,0.0279,0.0772,0.220542501815887,0.000158385167679642
0.85,0.0282,0.0764,0.220540244520946,0.000147675993383757
0.86,0.0286,0.0771,0.220537920796595,0.00013665167184168
0.87,0.0289,0.0782,0.220535530642833,0.00012531220397296
0.88,0.0292,0.0779,0.220533074059661,0.000113657590722777
0.89,0.0295,0.0775,0.220530551047078,0.000101687833063118
0.9,0.0299,0.0768,0.220527961605084,8.94029319921241e-05
0.91,0.0301,0.0763,0.22052530573368,7.68028885347456e-05
0.92,0.0303,0.076,0.220522583432866,6.38877037412973e-05
0.93,0.0307,0.0768,0.22051979470264,5.0657378688904e-05
0.94,0.031,0.0785,0.220516939543004,3.711191448058e-05
0.95,0.0313,0.0803,0.220514017953958,2.32513122464127e-05
