Prova,CPM,CicliAnalizzati,R0_Riferimento_Ohm,R_base_Locale_Medio_Ohm,DeltaR_Max_Medio_Ohm,Isteresi_R0_Media_Perc,Isteresi_R0_Std_Perc
1,6,14,9439.45504052664,8841.08027305586,1306.77044139482,13.8437063981388,1.22457903181752
2,12,14,9439.45504052664,8041.10520559731,1255.83661188499,13.3041219698942,2.10329865054313
3,24,14,9439.45504052664,7450.95306161047,1067.87700927765,11.3129095344266,1.54433214975622
4,48,14,9439.45504052664,7176.78110197938,650.015226310016,6.88615204499931,0.948855030128009
5,60,14,9439.45504052664,7146.46878334658,697.665928474384,7.39095557401437,2.0570349136499
