Tempo,Spostamento,Forza,Voltaggio,Delta_R_su_R0,Strain_Percentuale,DeltaR_Percentuale
1.1,0.1838,0.5815,0.0944859371839545,0.0037391417801053,0.3676,0.37391417801053
1.11,0.1855,0.5872,0.0944865290070942,0.00374554990781617,0.371,0.374554990781617
1.12,0.1872,0.5924,0.0944870705072519,0.00375141315096252,0.3744,0.375141315096252
1.13,0.1888,0.5951,0.0944875616844276,0.00375673150918366,0.3776,0.375673150918366
1.14,0.1904,0.5985,0.0944880025386213,0.00376150498215193,0.3808,0.376150498215193
1.15,0.1921,0.6061,0.0944883930698331,0.00376573356957364,0.3842,0.376573356957364
1.16,0.1937,0.6155,0.0944887332780629,0.00376941727118921,0.3874,0.376941727118921
1.17,0.1954,0.6207,0.0944890231633106,0.00377255608677068,0.3908,0.377255608677068
1.18,0.197,0.6236,0.0944892627255764,0.00377515001612562,0.394,0.377515001612562
1.19,0.1987,0.6248,0.0944894519648602,0.00377719905909446,0.3974,0.377719905909446
1.2,0.2003,0.6275,0.094489590881162,0.00377870321555082,0.4006,0.377870321555082
1.21,0.202,0.632,0.0944896794744818,0.00377966248540211,0.404,0.377966248540211
1.22,0.2036,0.6367,0.0944897177448197,0.00378007686858924,0.4072,0.378007686858924
1.23,0.2052,0.6419,0.0944897056921755,0.00377994636508679,0.4104,0.377994636508679
1.24,0.2068,0.6474,0.0944896433165494,0.00377927097490282,0.4136,0.377927097490282
1.25,0.2085,0.6559,0.0944895306179413,0.00377805069807917,0.417,0.377805069807917
1.26,0.2101,0.6655,0.0944893675963511,0.00377628553469043,0.4202,0.377628553469043
1.27,0.2117,0.6716,0.094489154251779,0.00377397548484545,0.4234,0.377397548484545
1.28,0.2133,0.6732,0.094488890584225,0.00377112054868641,0.4266,0.377112054868641
1.29,0.2151,0.6742,0.0944885765936889,0.00376772072638916,0.4302,0.376772072638916
1.3,0.2167,0.6782,0.0944882122801708,0.00376377601816285,0.4334,0.376377601816285
1.31,0.2185,0.6825,0.0944877976436708,0.00375928642425049,0.437,0.375928642425049
1.32,0.2203,0.6867,0.0944873326841888,0.00375425194492806,0.4406,0.375425194492806
1.33,0.2219,0.6909,0.0944868174017247,0.00374867258050554,0.4438,0.374867258050554
1.34,0.2237,0.6983,0.0944862517962787,0.00374254833132638,0.4474,0.374254833132638
1.35,0.2255,0.7066,0.0944856358678507,0.00373587919776785,0.451,0.373587919776785
1.36,0.2273,0.7135,0.0944849696164408,0.00372866518023993,0.4546,0.372866518023993
1.37,0.2289,0.7177,0.0944842530420488,0.00372090627918672,0.4578,0.372090627918672
1.38,0.2307,0.7222,0.0944834861446748,0.00371260249508627,0.4614,0.371260249508627
1.39,0.2325,0.7286,0.0944826689243189,0.00370375382844904,0.465,0.370375382844904
1.4,0.2341,0.7341,0.094481801380981,0.00369436027982008,0.4682,0.369436027982008
1.41,0.2356,0.7368,0.0944808835146611,0.00368442184977761,0.4712,0.368442184977761
1.42,0.2373,0.739,0.0944799153253592,0.00367393853893288,0.4746,0.367393853893288
1.43,0.2389,0.7455,0.0944788968130753,0.00366291034793174,0.4778,0.366291034793174
1.44,0.2406,0.7538,0.0944778279778094,0.00365133727745242,0.4812,0.365133727745242
1.45,0.2422,0.7588,0.0944767088195616,0.0036392193282079,0.4844,0.36392193282079
1.46,0.2439,0.7599,0.0944755393383317,0.0036265565009434,0.4878,0.36265565009434
1.47,0.2457,0.7624,0.0944743195341199,0.00361334879643891,0.4914,0.361334879643891
1.48,0.2473,0.7687,0.0944730494069261,0.00359959621550677,0.4946,0.359959621550677
1.49,0.2491,0.7745,0.0944717289567502,0.00358529875899363,0.4982,0.358529875899363
1.5,0.2507,0.7773,0.0944703581835924,0.00357045642777947,0.5014,0.357045642777947
1.51,0.2524,0.7808,0.0944689370874527,0.00355506922277856,0.5048,0.355506922277856
1.52,0.2541,0.7888,0.0944674656683309,0.00353913714493691,0.5082,0.353913714493691
1.53,0.2557,0.7991,0.0944659439262271,0.0035226601952356,0.5114,0.35226601952356
1.54,0.2574,0.8047,0.0944643718611414,0.00350563837468892,0.5148,0.350563837468892
1.55,0.2589,0.8052,0.0944627494730737,0.00348807168434429,0.5178,0.348807168434429
1.56,0.2605,0.8057,0.094461076762024,0.00346996012528345,0.521,0.346996012528345
1.57,0.2621,0.8096,0.0944593537279923,0.00345130369862052,0.5242,0.345130369862052
1.58,0.2637,0.8137,0.0944575803709786,0.00343210240550403,0.5274,0.343210240550403
1.59,0.2654,0.8176,0.0944557566909829,0.00341235624711573,0.5308,0.341235624711573
1.6,0.267,0.8222,0.0944538826880052,0.00339206522467164,0.534,0.339206522467164
1.61,0.2686,0.8304,0.0944519583620456,0.00337122933941998,0.5372,0.337122933941998
1.62,0.2702,0.8386,0.094449983713104,0.00334984859264298,0.5404,0.334984859264298
1.63,0.2719,0.8423,0.0944479587411803,0.00332792298565712,0.5438,0.332792298565712
1.64,0.2735,0.8426,0.0944458834462747,0.00330545251981177,0.547,0.330545251981177
1.65,0.2752,0.8449,0.0944437578283871,0.00328243719649007,0.5504,0.328243719649007
1.66,0.2768,0.8499,0.0944415818875175,0.00325887701710838,0.5536,0.325887701710838
1.67,0.2784,0.8533,0.094439355623666,0.00323477198311684,0.5568,0.323477198311684
1.68,0.28,0.8565,0.0944370790368324,0.00321012209599909,0.56,0.321012209599909
1.69,0.2817,0.8628,0.0944347521270169,0.0031849273572729,0.5634,0.31849273572729
1.7,0.2835,0.8714,0.0944323748942193,0.00315918776848764,0.567,0.315918776848764
1.71,0.2851,0.8783,0.0944299473384398,0.00313290333122868,0.5702,0.313290333122868
1.72,0.2869,0.8817,0.0944274694596783,0.00310607404711348,0.5738,0.310607404711348
1.73,0.2886,0.8824,0.0944249412579348,0.0030786999177933,0.5772,0.30786999177933
