Tempo;Spostamento;Forza
(s);(mm);(N)
"0,0000";"0,0000";"0,0132"
"0,0100";"0,0000";"0,0189"
"0,0200";"0,0000";"0,0265"
"0,0300";"0,0000";"0,0293"
"0,0400";"0,0000";"0,0258"
"0,0500";"0,0000";"0,0208"
"0,0600";"0,0000";"0,0164"
"0,0700";"0,0000";"0,0137"
"0,0800";"0,0000";"0,0098"
"0,0900";"0,0002";"0,0052"
"0,1000";"0,0004";"0,0021"
"0,1100";"0,0005";"0,0030"
"0,1200";"0,0006";"0,0093"
"0,1300";"0,0008";"0,0188"
"0,1400";"0,0009";"0,0259"
"0,1500";"0,0012";"0,0281"
"0,1600";"0,0015";"0,0280"
"0,1700";"0,0018";"0,0272"
"0,1800";"0,0020";"0,0267"
"0,1900";"0,0022";"0,0265"
"0,2000";"0,0026";"0,0243"
"0,2100";"0,0030";"0,0218"
"0,2200";"0,0034";"0,0228"
"0,2300";"0,0038";"0,0259"
"0,2400";"0,0044";"0,0297"
"0,2500";"0,0048";"0,0328"
"0,2600";"0,0053";"0,0356"
"0,2700";"0,0060";"0,0399"
"0,2800";"0,0066";"0,0434"
"0,2900";"0,0072";"0,0465"
"0,3000";"0,0077";"0,0511"
"0,3100";"0,0084";"0,0556"
"0,3200";"0,0089";"0,0592"
"0,3300";"0,0094";"0,0595"
"0,3400";"0,0102";"0,0590"
"0,3500";"0,0106";"0,0604"
"0,3600";"0,0112";"0,0623"
"0,3700";"0,0117";"0,0650"
"0,3800";"0,0122";"0,0690"
"0,3900";"0,0125";"0,0728"
"0,4000";"0,0129";"0,0769"
"0,4100";"0,0132";"0,0823"
"0,4200";"0,0136";"0,0891"
"0,4300";"0,0140";"0,0947"
"0,4400";"0,0144";"0,0962"
"0,4500";"0,0148";"0,0936"
"0,4600";"0,0151";"0,0905"
"0,4700";"0,0155";"0,0904"
"0,4800";"0,0159";"0,0916"
"0,4900";"0,0163";"0,0910"
"0,5000";"0,0166";"0,0910"
"0,5100";"0,0169";"0,0948"
"0,5200";"0,0172";"0,1013"
"0,5300";"0,0176";"0,1057"
"0,5400";"0,0178";"0,1079"
"0,5500";"0,0182";"0,1104"
"0,5600";"0,0185";"0,1130"
"0,5700";"0,0189";"0,1139"
"0,5800";"0,0191";"0,1135"
"0,5900";"0,0195";"0,1144"
"0,6000";"0,0197";"0,1151"
"0,6100";"0,0201";"0,1137"
"0,6200";"0,0204";"0,1103"
"0,6300";"0,0208";"0,1088"
"0,6400";"0,0211";"0,1114"
"0,6500";"0,0214";"0,1155"
"0,6600";"0,0217";"0,1203"
"0,6700";"0,0221";"0,1254"
"0,6800";"0,0224";"0,1315"
"0,6900";"0,0228";"0,1357"
"0,7000";"0,0231";"0,1368"
"0,7100";"0,0235";"0,1374"
"0,7200";"0,0238";"0,1369"
"0,7300";"0,0242";"0,1337"
"0,7400";"0,0244";"0,1306"
"0,7500";"0,0248";"0,1298"
"0,7600";"0,0250";"0,1324"
"0,7700";"0,0254";"0,1354"
"0,7800";"0,0256";"0,1382"
"0,7900";"0,0260";"0,1408"
"0,8000";"0,0263";"0,1435"
"0,8100";"0,0267";"0,1461"
"0,8200";"0,0270";"0,1485"
"0,8300";"0,0274";"0,1505"
"0,8400";"0,0277";"0,1518"
"0,8500";"0,0281";"0,1518"
"0,8600";"0,0285";"0,1518"
"0,8700";"0,0288";"0,1529"
"0,8800";"0,0293";"0,1554"
"0,8900";"0,0296";"0,1578"
"0,9000";"0,0299";"0,1576"
"0,9100";"0,0302";"0,1555"
"0,9200";"0,0305";"0,1581"
"0,9300";"0,0308";"0,1620"
"0,9400";"0,0312";"0,1645"
"0,9500";"0,0315";"0,1661"
"0,9600";"0,0318";"0,1695"
"0,9700";"0,0322";"0,1752"
"0,9800";"0,0326";"0,1791"
"0,9900";"0,0329";"0,1787"
"1,0000";"0,0333";"0,1767"
"1,0100";"0,0336";"0,1744"
"1,0200";"0,0340";"0,1730"
"1,0300";"0,0344";"0,1734"
"1,0400";"0,0346";"0,1759"
"1,0500";"0,0349";"0,1803"
"1,0600";"0,0353";"0,1857"
"1,0700";"0,0355";"0,1894"
"1,0800";"0,0359";"0,1924"
