Tempo;Spostamento;Forza
(s);(mm);(N)
"0,0000";"0,0000";"0,0035"
"0,0100";"0,0000";"0,0031"
"0,0200";"0,0000";"0,0030"
"0,0300";"0,0000";"0,0008"
"0,0400";"0,0000";"-0,0036"
"0,0500";"0,0000";"-0,0066"
"0,0600";"0,0000";"-0,0061"
"0,0700";"0,0000";"-0,0050"
"0,0800";"0,0000";"-0,0065"
"0,0900";"0,0000";"-0,0086"
"0,1000";"0,0000";"-0,0063"
"0,1100";"0,0000";"0,0005"
"0,1200";"0,0002";"0,0069"
"0,1300";"0,0002";"0,0069"
"0,1400";"0,0004";"0,0030"
"0,1500";"0,0004";"0,0008"
"0,1600";"0,0004";"0,0003"
"0,1700";"0,0005";"-0,0002"
"0,1800";"0,0006";"-0,0025"
"0,1900";"0,0007";"-0,0058"
"0,2000";"0,0007";"-0,0087"
"0,2100";"0,0008";"-0,0081"
"0,2200";"0,0011";"-0,0052"
"0,2300";"0,0014";"-0,0022"
"0,2400";"0,0018";"-0,0016"
"0,2500";"0,0024";"-0,0006"
"0,2600";"0,0031";"0,0031"
"0,2700";"0,0040";"0,0082"
"0,2800";"0,0050";"0,0101"
"0,2900";"0,0059";"0,0099"
"0,3000";"0,0070";"0,0114"
"0,3100";"0,0078";"0,0152"
"0,3200";"0,0086";"0,0190"
"0,3300";"0,0094";"0,0204"
"0,3400";"0,0102";"0,0219"
"0,3500";"0,0107";"0,0246"
"0,3600";"0,0113";"0,0277"
"0,3700";"0,0118";"0,0285"
"0,3800";"0,0123";"0,0280"
"0,3900";"0,0126";"0,0299"
"0,4000";"0,0131";"0,0335"
"0,4100";"0,0135";"0,0352"
"0,4200";"0,0138";"0,0345"
"0,4300";"0,0142";"0,0337"
"0,4400";"0,0145";"0,0353"
"0,4500";"0,0149";"0,0388"
"0,4600";"0,0152";"0,0421"
"0,4700";"0,0156";"0,0417"
"0,4800";"0,0158";"0,0379"
"0,4900";"0,0161";"0,0342"
"0,5000";"0,0164";"0,0331"
"0,5100";"0,0166";"0,0353"
"0,5200";"0,0170";"0,0375"
"0,5300";"0,0174";"0,0393"
"0,5400";"0,0177";"0,0417"
