Tempo;Spostamento;Forza
(s);(mm);(N)
"0,0000";"0,0000";"0,0098"
"0,0100";"0,0000";"0,0146"
"0,0200";"0,0000";"0,0175"
"0,0300";"0,0000";"0,0159"
"0,0400";"0,0000";"0,0133"
"0,0500";"0,0000";"0,0122"
"0,0600";"0,0000";"0,0119"
"0,0700";"0,0000";"0,0094"
"0,0800";"0,0000";"0,0055"
"0,0900";"0,0002";"0,0051"
"0,1000";"0,0002";"0,0074"
"0,1100";"0,0002";"0,0101"
"0,1200";"0,0004";"0,0121"
"0,1300";"0,0005";"0,0150"
"0,1400";"0,0006";"0,0176"
"0,1500";"0,0009";"0,0191"
"0,1600";"0,0013";"0,0175"
"0,1700";"0,0018";"0,0136"
"0,1800";"0,0025";"0,0130"
"0,1900";"0,0031";"0,0173"
"0,2000";"0,0038";"0,0203"
"0,2100";"0,0046";"0,0187"
"0,2200";"0,0052";"0,0146"
"0,2300";"0,0059";"0,0145"
"0,2400";"0,0065";"0,0214"
"0,2500";"0,0071";"0,0304"
"0,2600";"0,0077";"0,0336"
"0,2700";"0,0081";"0,0312"
"0,2800";"0,0087";"0,0284"
"0,2900";"0,0091";"0,0303"
"0,3000";"0,0096";"0,0340"
"0,3100";"0,0099";"0,0339"
"0,3200";"0,0103";"0,0308"
"0,3300";"0,0106";"0,0288"
"0,3400";"0,0109";"0,0309"
"0,3500";"0,0112";"0,0369"
"0,3600";"0,0116";"0,0422"
"0,3700";"0,0119";"0,0438"
"0,3800";"0,0123";"0,0426"
"0,3900";"0,0126";"0,0382"
"0,4000";"0,0130";"0,0326"
"0,4100";"0,0135";"0,0327"
"0,4200";"0,0138";"0,0380"
"0,4300";"0,0142";"0,0449"
"0,4400";"0,0144";"0,0474"
"0,4500";"0,0149";"0,0463"
"0,4600";"0,0151";"0,0468"
"0,4700";"0,0155";"0,0491"
"0,4800";"0,0157";"0,0465"
"0,4900";"0,0161";"0,0403"
"0,5000";"0,0163";"0,0353"
"0,5100";"0,0166";"0,0369"
"0,5200";"0,0170";"0,0430"
"0,5300";"0,0174";"0,0500"
"0,5400";"0,0177";"0,0549"
"0,5500";"0,0182";"0,0572"
"0,5600";"0,0185";"0,0587"
"0,5700";"0,0189";"0,0586"
"0,5800";"0,0192";"0,0571"
"0,5900";"0,0196";"0,0552"
"0,6000";"0,0200";"0,0526"
"0,6100";"0,0203";"0,0518"
"0,6200";"0,0207";"0,0534"
"0,6300";"0,0209";"0,0541"
"0,6400";"0,0212";"0,0535"
"0,6500";"0,0215";"0,0535"
"0,6600";"0,0217";"0,0551"
"0,6700";"0,0221";"0,0559"
"0,6800";"0,0224";"0,0547"
"0,6900";"0,0227";"0,0556"
"0,7000";"0,0231";"0,0600"
"0,7100";"0,0235";"0,0655"
"0,7200";"0,0238";"0,0678"
"0,7300";"0,0242";"0,0676"
"0,7400";"0,0246";"0,0663"
"0,7500";"0,0249";"0,0651"
"0,7600";"0,0253";"0,0628"
"0,7700";"0,0256";"0,0620"
"0,7800";"0,0260";"0,0627"
"0,7900";"0,0262";"0,0647"
"0,8000";"0,0266";"0,0662"
"0,8100";"0,0269";"0,0676"
"0,8200";"0,0272";"0,0688"
"0,8300";"0,0275";"0,0695"
"0,8400";"0,0277";"0,0699"
"0,8500";"0,0281";"0,0693"
"0,8600";"0,0283";"0,0698"
"0,8700";"0,0287";"0,0725"
"0,8800";"0,0290";"0,0744"
"0,8900";"0,0294";"0,0751"
"0,9000";"0,0297";"0,0738"
"0,9100";"0,0301";"0,0728"
"0,9200";"0,0305";"0,0718"
"0,9300";"0,0308";"0,0707"
"0,9400";"0,0312";"0,0684"
